content,score
"Kecewa Gada fitur login Padahal uda punya akun yang verif,malah suruh daftar lagi Payah!!!",2
tolong agar ada opsi bisa login pakai sidik jari juga thx,5
tp ada beberapa pembayaran klo ga bca digital ga bisa,4
Ga bisa masuk ..harus aktifkan screen lock terus .padahal udah di aktifkan,2
App nya cuma bisa dibuka buat HP yg aktifin lockscreen. Buat orang yg gk suka pake locksecreen sumpah ini ganggu banget.,2
kalo bs tambahin fitur pengisian e wallet ya jd biar makin keren,5
"mau vc gk pernah bisa masuk, susah bgt kenapa harus d persulit setiap nasabah yg mau buka rekening...",1
2 kali transaksi topup emoney dana saldo nyangkut di jaringan di menu mutasi transaksi berhasil tapi saldo ga masuk,3
Sebagai pengguna setia dan jadi satu satunya tempat transaksi kecewa skrg mau naik ada fee nya tf sesama BCA ada fee nya huh,2
"Kenapa wakty verifikasi register videocall aplikasi malah force close, hp saya sdah sesuai spesifikasi yang dibutuhkan",1
Mau ngisi top up e money ovo aja susah banget eror terus apps nya gk jelas ya,1
Mantap sangat klo bisa tambah fitur pembayaran yg lain nya,5
"Apk parah daftar susah, menu kecamatan aja gak bisa diklik .. ..",1
Aplikasinya sangat mudah di gunakan...okey bangets deh Blu by BCA Digital...👍👍👍,5
selama ini masih nyaman pake blu ini..belum pernah error ko 👍🏻,5
Harus dibenahi pengiriman kode otp untuk verifikasi email lambat sampai saat ini saya belum bisa verifikasi email lantaran kode otp yang dikirim ke email lambat terus,3
Setelah update kok saya jadi gak bisa ngambil duit malah pending dan duit saya blum di balikin,4
Tolong untuk pembelian pulsa lebih di lengkapi lagi jumlah nominal pembeliannya dari yg terkecil sampai yg terbesar 🙏,5
Transfer gagal trs..jangan di download apk ny.. tidak berguna.,1
"Bagus sich, tapi qo ga bisa di transfer sama bank lain ya malah nomer rekening nya ditemukan, tolong solusi ya , untuk admin lebih jelas lagi penjelasan nya thanks",5
"sangat""senang menggunakan blu bca,saya senang bisa nabung di sini di blu bca,sangat""mudah dan bisa mengatur keuangan saya,",5
"Fitur banyak, UX simple, cuma pngn tambahin kategori pengeluaran udh the best deh",5
Pendaftaran nya simpel dan cepat. Top lah,5
"Kode verifikasi email telat masuk nya, jadi berulangkali gak bisa verifikasi email",2
"Bank digital yg cucok bgt buat kaum milenial nih. Jos gandos bgt. Cepat, aman dan nyaman. Praktis lagi !! No ribet ribet club. Gk bsa move on ke yg lain ❤❤ baper pol, akan selalu ku cinta nih 😄",5
Tolongg diperbaiki temenku udh transfer 2 hari yg lalu dan berhasil tp belum sampe ke rekening by blu saya. Terusss bagaimana yaa??????,3
Hallo kak? Apa bisa hps data diri lalu bikin data diri dengan KTP yang sama? Saya salah orang saat mau mendata melalui video call,1
"parah nih blu semenjak di update entah bug atau gimana, transfer dari seabank ke blu ..masa saldo hilang tidak masuk padahal di mutasi nya saldo berhasil masuk ke rek blu",1
"Aplikasi busuk, sering error' udh masuk antrian ke 9 mati, mana verifikasinya ribet banget Ini tuh dompet digital bukan rekening bank konvensional harus'a kalian permudah akses untuk kyc jangan berbelit Belit, contoh bank neo+ Utk umur diatas 60-70 tahun pasti ada aja gangguan sperti pendengaran kurang, mata rabun, jadi wajar kalo dipandu sama kluarga kandung, satu sisi mau punya rekening BCA digital utk keperluan terima transfer dari anak'a ini malah dipersulit ! Apk sampah",1
"Knpa blu qhu ngak bsa masuk2 ee jaringan oke....sudah hapus ,instal lagi msih sma sjha..tdak bsa masuk tolong dong..uang qhu ngak bsa d.ambil bgmna",1
seneng bgt bs pakai blu bca.. membantu bgt sih pokoknya,5
Blu BCA Digital kenapa banyak biaya administrasi setor/tarik tunai ya.. trus klo tiap setor/tarik tunai di potong admin 3500 pertransaksih lama² bangkrut pengguna nya. Mohon perbaiki lagi..,1
Aplikasi blu memang keren sangat bermampaat semua urusan keuangan jadi simple..👍👍👍,5
"Bagus sih, tapi lemotnya minta ampun, kebanyakan animasi kayaknya",3
"Hai, ayo pakai blu dan dapatkan reward spesial khusus untuk kamu dan gunakan ENDANSJEJ. Selamat mencoba 😉",5
Baru daftar masak pengenalan wajah gak bisa padahal ga ada burem udah jelas banget,1
"Bener kata orang, seperti memiliki atm pribadi. Hanya cari cara bagaimana saldo tabungan makin mantap.",5
"kalau ditambah fitur QR untuk orang lain transaksi ke blu kita lebih cakep ini, memudahkan transaksi jual beli, jadi kalau orang mau bayar tinggal scan QR akun kita, semoga jadi pertimbangan",3
"Min hari ini kenapa gak bisa login yaa? Responnya ""sesi anda telah berakhir"" & ""ada kesalahan, coba lagi"" Udah dicoba berkali kali tetep gak bisa",1
"Sip mantap, kalau ada kendala begitu telfon cs langsung direspon dan diberikan solusi.",5
"Halo ini kenapa ya ada sistem perbaikan, jadi susah transaksi mohon pencerahannya admin",1
Kenapa untuk teransfer ke BCA hitungannya antar bank? jadi kena biaya. Kan sesama produk BCA. Tidak seperti sakuku yg mudah transaksi ke sesama BCA,2
pengalaman menabung terbaik dengan ui aplikasi yang mudah dipakai,5
Kalo emng tergantung sinyal kenapa gak ada nafigasi sinyal kek bca mobile ..,3
"Ribet daftar, udah berkali"" nyoba daftar, waktu diminta OTP malah gak dikirim""",2
Suka Sama Blu.. Simple Praktis.. Adain Fitur tarik tunai / setor tunai Pakai Qris Min Biar makin praktis,5
Saya belum bisa pake aplikasi ini. Pas Meyambungkan vidio kol selalu ga bisa di suruh nunggu terus 15 menit.,2
"Saya minta diverifikasi email masa saya vc ga mau ngangkat,seburuk ini kah layanan nya???dijawabb dongg ini saya mau daftar kebca lain ga bisa karna akun saya lengket dibca blu yang ga bertanggung jawab ini Kalau seburuk ini layanan nya jangan buat apk ini dongg yang amanah sedikitt",1
"Baru saja (28-10-22) saya sudah sukses daftar, terima kasih. Ada yg sy tanyakan account bluBCA ini bisa kah dijadikan rekening penerimaan dari aplikasi Driver Gojek ?. Sebab di daftar aplikasi Driver Gojek tidak ada, hanya ada Bank BCA ... Mohon penjelasannya. Terima kasih.",5
Akhirnya punya rekening di blu. Bisa untuk bikin pos-pos simpanan. blu sebagai bank yang dapat diakses melalui aplikasi redi. Saatnya menabung agar impian bisa terwujud.,5
oke banget...UI Nya gmpang dgunakan..mudah2n list transaksi nya smakin bnyak yg bsa dgunakan...k,5
"Blu keren banget, serba bisa loh wajib banget punya blu",5
"Transfer dari BCA ke BLU sekarang ada biaya. Jelek bgt si kebijakannya. Saran ganti aja namanya jadi Blu Bank, jangan BCA digital. Uninstall aplikasi dan pindah ke bank lain",1
Koneksi hp saya bagus tapi begitu video call bilang halo langsung putus..gimana nih BLU,5
"Sejauh ini tidak ada kendala. Bagus, membantu alokasi tabungan dengan baik",5
Sudah beberapa kali rekam foto wajah.. Tetap gagal terus..,3
Buriq gagal mlu upload ktp. Yah putus beri kami waktu dicba lagi mlh gabisa,2
diperbaiki untuk log in harus lama dulu padahal pake wifi,5
"untuk penggunaan selama ini msh baik"" aja,tapi buat verifikasi email agak susah,bisa diperbaiki lagi 🤗",5
"Apk bank digital termudah yg pernah ada di hidup gw, gak bnyak embel""nyaa, ga nunggu berjam jam. Makin sukses kedepannya bank BCA😍pokoknya the best❤",5
"Mantapp aplikasinya, pertahankan gratis biaya admin selamanya, biar bisa di jangkau rakyat pedalaman yang hoby menabung biar makin maju dan sukses",5
sejauh ini suka sih. terus makin ke sini banyak fitur baru. semoga terus oke yak performanya!,5
Tinggal proses terakhir Video Call untuk buka rekening tapi tidak diangkat. Kecewa,1
Aplikasi ini sangat membantu dan memudahkan proses transaksi saya. Semoga bisa terus dipertahankan👍,5
bagus aplikasi nya di mudahkan dalam transaksi bagi kaum milenial,5
Tiba2 aplikasi ga bsa di buka trs nanti saldo yg di akun hilang apa ga ya,1
"Blu keren sih , misahin tabungan jadi lebih mudah",5
Akun blu saya tidak bisa transfer keluar cuma bisa terima transfer. Kacau kacau,1
"Tolong diperbaiki, waktu tunggu untuk mengkonfirmasi email di aplikasi hanya 1 menit, sedangkan OTP Code yang dikirim ke email nunggunya sampe 15 menit",3
"proses registrasi lewat pengenalan wajah yg terlalu rumit, padahal sudah sesuai prosedur yg dianjurkan tetap saja gagal, jadi males...",2
Baru daftar mauu vc tpi masalah lokasi tros.... pdhal lokasi sudah aktif . Pendaftar malah dipersulit,1
bagus... tapi kirain kalo tfr free admin terus.. taunya bulan pertama aja... 😁😁,5
"Aplikasi ruet ke pada pengguna Pengguna Baru, Sudah jelas2 KTP pengguna Asli, Buat apa reword kalo tidak boleh di pandu sama pengundang, Selanjutnya Unistal aplikasi ini... Mending aplikasi lain",1
"Parah udah seminggu ga bisa video call ,kalo ga siap jangan buat aplikasi",1
Di prangkat Device oppo A37f saat proses videocall suka keluar dari aplikasi,2
Kak tambahin item pembayaran pendidikan dong.. Klo bayar kuliah sering bgt pake blue BCA. Di payment bank lain suka agak trobel,4
Maaf pak / Bu kenapa saya mau masuk ke blu BCA tapi harus di update dulu .. tapi ga bisa di update 🙏 saya mau ngambil uang jadi susah 😌,5
sudah bagus..tapi tingkatin lagi fengan fasilitas lainya sperti e money dll,5
Tolong dong transaksi sesama bca masa ada biayanya.. ini katanya bca digital? Kenapa sesama bca dikenakan biaya..,3
"Masa mau verifikasi vc nya malah lokasi tidak ditemukan terus, pdhal gps ny sudah aktif",1
"disuruh anes pake aplikasi ini, taunya enak banget transaksi mudah ga ada potongan best pokoknya",5
Aduh ku pikir Pas upload data KTP bisa langsung dapat Saldo eh ternyata harus undang kawan dulu baru bisa dapat ... Duhhh percuma aku upload data KTP,3
Kenapa sekarang setiap setor tunai uang nya kepotong apalagi setiap tarik uang tunai ada biaya admin nya dulu gak ada begituan kenapa gak kayak dulu bebas biaya admin walaupun sesama BCA NYA dan gak usa di kasih potongan pas setor tunai mohon di perbaiki lagi,5
"Otp untuk kartu debit virtual di kenakan biaya,tolong jangan ada biaya pulsanya...",1
Appk yasangat keren bisa digunakan dimana saja cara daftar ya juga gampamg banget🥰🥰🥰,5
smoga smakin banyak fitur terutama utk membantu pembayaran dr berbagai aplikasi dan kerjasama dg banyak mercant trutama pembelanjaan dan kesehatan,5
"setiap kali mau verifikasi wajah.. Aplikasi berhenti.. ADMIN.., kemana saya musti tanya.. Masalah ini.?",2
"Buat yang kasih bintanf 1, coba deh kalian pikir dlu selama kalian mematuhi prosedur yang ada di syarat dan ketentuan pasti kalian tercengan melihat reward sama fitur yg di dapatkan dalam aplikasi ini",5
"sudah ok, cuma fitur bayar nya blm lengkap seperti bayar Indihome sama PAM",5
"Diminta mengaktifkan screenlock, sudah diaktifkan tpi kok gk ke tahap"" berikutnyaa. Mohon penjelasannya kak",3
Bagus banget aplikasi nya semoga slalu diperbaiki fitur2nya biar mempermudah pengguna,5
Vefivikasi wajah selalu gagal capek ulang sistemnya diperbaiki yah Gak pernah berhasil,1
"Aplikasinya ngebantu banget, mau top up jadi semakin dipermudah✨✨",5
Lebih baik dibandingkan dengan ditempat lain,5
Beberapa Vidio call gagal mulu gimna ini yah padahal jaringan bagus tapi gagal mulu 3hari Vidio call.,1
Mau transfer lewat BI-Fast tidak bisa alasan bank tidak ikut bifast kocak banget padahal dulu2 bisa,1
Bca emg kereeen abizzz..g ada matinya..seneng bgt jd nasabah bca semua dimudahin..tingkatin terus yaaa kwalitasnya,5
"Saya baru beres bikin download malam pagi langsung proser vc ga sampe 10.menit tergantung antrian, terima kasih blu.",5
sejauh ini puas bgt krn proses buatnya mudah dan dia gk kena biaya admin cocok utk nabung kl belum tau dananya mo di invest kemana,5
"Haduh blu , lagi urgent gini tiba2 aplikasi gak bs buat transfer ... payah amat 🙄",2
"sangat bagus sekali menggunakan blu BCA, mudah Dan tanpa potongan biaya transfer, membantu kami untuk para investor bersekala kecil.",5
"Min, tolong bagian pengisian tanggal lahir diperbaiki. Mau ngisi ini saja 15 menit belum selesai, tanggal-bulan-tahun susah dipilih karena pas diputar tidak mau berhenti pada pilihan.",4
bermanfaat banget. top up e money tanpa ada ppn. suka dech pokoknya. banyak cashbacknya juga,5
Verifikasi wajah masih bermasalah. Katanya udah updute tpi sama aja,1
"Tdk usa d download harus pake video call, sdh nunggu ny lama, gagal pula, cus...lngsung uninstall gak guna buang2 waktu",1
"Gampang penggunaannya, saran menu bca vitual acount di perbaiki, sama tambahin menu pembelian token listrik jg",5
bagus skali aplikasinya. transfer antar bank tanpa biaya admin lagi. sangat membantu,5
Aduhh Saldonya ga bisa ditransfer balik setelah top up Ga bisa transaksi apapun Gimana solusinya,1
Jumlah blusavingnya kalo bisa ditambah kah lagi lebih dari 10,4
"tolong bgt ini saya mau login sulit :"") lemot bgt si apknya terlalu berat",1
Mohon admin..... Maaf bukan nya suzon kepada BLU.... Kenapa teman saya transfer ke rekening bank BCA saya tapi status nya dah terkirim dan pada saat saya ke ATM kenapa uang nya tidak masuk ke rekening saya.....,1
"Untuk fitur transfer BCA Virtual Account ga semua nomer BCA VA bisa ditransfer lewat Blu, tolong diperbaiki",4
Kenapa buat langkah terakhir video call susah ? Masa video call terputus mulu sih ?,1
"Baik, tapi tidak ada yang sempurna. Layanan dan keamanan harus terus dijaga.",4
"Saran untuk blu, tambahin rekening syariah",5
"Makin Ke Sini Makin ribet, Mau Login kalo pake wifi gk bisa teruss",2
"Maaf, tapik buruk banget pas verifikasinya maintenance melulu. Padahal sy suka bank BCA, mohon tingkatkan servicenya ya.",2
Aplikasi tidak aman. baru saja saya kebobolan puluhan juta.,1
"Katanya bebas biaya transfer ke bca, tapi nyatanya masih di kenakan biaya. Halo blu tipu tipu",1
terimakasi! mohon tingkatkan trus keamanan dan kenyamanan brtransaksi,5
Kenapa yah punya aku tidak bisa d pake transaksi ganguan terus klw mau tup up saldo dari apk lain,4
"Ga bisa virtual account, selalu ada cek nomor va padahal udah bner kesel padhal lagi buru-buru",1
"Katanya buka rek blue dapat riwed/bonus diberikan H+8, nyatanya sudah 11 hari tdk muncul bonusnya..padahal sdh storan awal sma transaksi jenis apapun...PHP🤣😅🤭🤣🤣🤣🤣🤣🤣",1
"aplikasi ampas ,giliran vc lama banget kayak orang kurang kerjaan .ditungguin dari pagi ga muncul2 cs nya",1
Maaf sy kasih bntang 1 dlu krn dr td sy diperintahkan tuk menfaktifkan SCREN LOCK..tp sy bingung schren lock itu apa..smw sdh sy aktifkN tetap sj ga bisa dibuka..ya Allah ribet banget si bikin kapok blm apa2 mnding pake yg lama aj ga prnh ngecewain,1
"Kk mau tanya kenapa ""blu ko lelet banget ... & sampai kapan pembaruan sistim nya dari tgl 11 november -2023.",5
"sangat membantu dengan adanya fitur setor tunai dan tarik tunai di atm bca, tanpa biaya lagi untuk tf, setor, dll",5
Pas tahap akhir nentuin no rekening bayar 100rb ku kirain top up awal buat saldo ternyata bayar jadi terbuang percuma deh..,2
terus berkembang dan bijak,5
ngebantu banget nih sekarang fiturnya lebih lengkap... semoga makin lengkap dan makin maju,5
susah masuk kenapa ya padahal saya sangat butuh untuk melakukan tarik uang . tolong diperbaikin secepatnya,4
Gak bisa Vermuk mau daftar..🤔🤔🤔 Aplikasinya Close sendiri,2
mantap... tapi transfer hari minggu kok gak bisa BI FAST ya,5
Kenapa saat daftar dan menjalankan langkah terakhir selalu gagal y min,2
Topup saldo shopeepay .isaku.linkaja belum ada kalau sudah ada fiturnya saya kasih 5 bintang,1
Nunggu antrian video call setengah jam. Eh gabisa. 3x nungguin loh. Masih gabisa. Buset dah,1
"No rekening di aplikasi ini tidak terbaca dibank lain, aku ingin mengirim uang di aplikasi ini namun kesulitan",3
Aplikasi dengan akses cepat dan mudah semoga terus berinovasi,5
Yang sudah buka rekening gak bisa edit nomor rekening? Biar dapet nomor cantik gitu,4
Kenapa saya mau proses vc berkali-kali tidak ada cs yg merespon sama sekali. Halo niat enggak sihh,2
saran dong min kalo bisa transfer dr BCA tidak di kenakan biaya dong,5
"ga bisa log in, sambungan terputus udah ku ulang ulang ttep aja kaya gitu",1
"Proses berjam jam, gak ada kejelasa berhasil atau gak,buang"" waktu sm kuota",1
"aplikasi bagus hanya loadingnya lama, ga bisa sat set",4
"bagus banget blu, udah sering bnget transksi pake blu,gampang praktis babget",5
"yang mau nabung, mending pake blu yuk🤗😍",5
aplikasi Ok sangat membantu dan mempermudah untuk belanja online,5
"Blu dari BCA sungguh sangat menolong ketika situasi genting ( financial solution when urgent situation ). Yang perlu diperhatikan, yaitu loading yang agak lama 🙏🏼, namun sejauh ini sangat menolong saya didalam kegiatan keuangan sehari - hari. Terimakasih banyak untuk seluruh Team BCA Blu digital Bank. 🤝🏼",5
Dengan aplikasi ink saya dapat dengan mudah bertransaksi tanpa harus mengalami kesulitan,5
Gak guna. Tidak bisa membaca no virtual account,1
Coba aja akun blue bisnis menyediakan qrish untuk usahanya bakal makin bagus nih,5
"lebih ditingkat kan lg ya , kadang suka lemot untuk stor tunai di atm nya",5
