score,stemmed,text_akhir,polarity_score,polarity,sentiment
1,"['gel', 'verivikasi', 'wajah', 'muka', 'lingkar', 'salah', 'aplikasi', 'gaguna', 'emang']",gel verivikasi wajah muka lingkar salah aplikasi gaguna emang,-11,negative,-1
1,"['respon', 'costumer', 'service', 'hubung', 'via', 'telfon', 'respon', 'suruh', 'tunggu', 'cacat']",respon costumer service hubung via telfon respon suruh tunggu cacat,-6,negative,-1
5,"['apk', 'bagus', 'praktistambah', 'fitur', 'bi', 'fast']",apk bagus praktistambah fitur bi fast,-2,negative,-1
3,"['payah', 'banget', 'login', 'hp', 'bisapengenalan', 'wajah', 'gagal', 'terusdi', 'telepon', 'nmor', 'hallo', 'bca', 'bisahuft']",payah banget login hp bisapengenalan wajah gagal terusdi telepon nmor hallo bca bisahuft,1,positive,1
4,"['aplikasi', 'lancar', 'bermanfaatterima', 'kasih', 'blu']",aplikasi lancar bermanfaatterima kasih blu,-1,negative,-1
1,"['verifikasi', 'wajah', 'ribet', 'amet', 'koneksi', 'internet', 'bagus']",verifikasi wajah ribet amet koneksi internet bagus,-8,negative,-1
3,"['daftar', 'mentok', 'pasword', 'muter', 'paket', 'data', 'unlimited']",daftar mentok pasword muter paket data unlimited,-6,negative,-1
1,"['kemarin', 'buka', 'keterangab', 'suruh', 'pindah', 'device']",kemarin buka keterangab suruh pindah device,-4,negative,-1
1,"['anehmau', 'setor', 'kena', 'potong', 'auto', 'tutup', 'akun', 'tarik', 'ok', 'ber', 'bayar', 'setor', 'bayar', 'lari', 'blu']",anehmau setor kena potong auto tutup akun tarik ok ber bayar setor bayar lari blu,-7,negative,-1
1,"['kesini', 'amburadul', 'bintang', 'ps', 'mantab', 'bgini', 'bnyakan', 'robot', 'komen', 'yupdate', 'jeblogggap', 'bayar', 'kynya', 'kentut', 'bayar', 'dsiniudh', 'transaksi', 'transfer', 'sulit', 'alesanya', 'tunggu', 'besokkl', 'besok', 'auto', 'apuss']",kesini amburadul bintang ps mantab bgini bnyakan robot komen yupdate jeblogggap bayar kynya kentut bayar dsiniudh transaksi transfer sulit alesanya tunggu besokkl besok auto apuss,-8,negative,-1
1,"['aduhhh', 'jaring', 'full', 'data', 'full', 'lambat', 'ampun', 'deh']",aduhhh jaring full data full lambat ampun deh,-1,negative,-1
5,"['gampang', 'daftar', 'bantu', 'sekaliterimakasih', 'blu', 'bca', 'terimakasih', 'bca']",gampang daftar bantu sekaliterimakasih blu bca terimakasih bca,3,positive,1
2,"['gabisa', 'login', 'terang', 'sesi', 'habis', 'gitu']",gabisa login terang sesi habis gitu,-1,negative,-1
5,"['asyik', 'pakai', 'blu', 'mantap', 'min', 'tolong', 'tingkat', 'biar', 'jossss']",asyik pakai blu mantap min tolong tingkat biar jossss,5,positive,1
3,"['suruh', 'call', 'center', 'bca', 'emang', 'saldo', 'potong', 'uang', 'kirim', 'blu', 'az', 'aneh']",suruh call center bca emang saldo potong uang kirim blu az aneh,0,neutral,0
5,"['pilih', 'transaksi', 'menu', 'sedia', 'moga']",pilih transaksi menu sedia moga,5,positive,1
1,"['payah', 'aplikasi', 'udh', 'tarik', 'tunai', 'kenacas', 'pemberitahuan', 'aplikasi', 'belah', 'deh']",payah aplikasi udh tarik tunai kenacas pemberitahuan aplikasi belah deh,-11,negative,-1
2,"['aplikasi', 'lambat', 'tarik', 'tunai', 'suka', 'transaksi', 'gagal', 'mlulu']",aplikasi lambat tarik tunai suka transaksi gagal mlulu,4,positive,1
5,"['selamat', 'sore', 'pakai', 'blu', 'mudah', 'proses', 'cepat', 'terimakasih', 'blu']",selamat sore pakai blu mudah proses cepat terimakasih blu,14,positive,1
4,"['aplikasi', 'lelet', 'bangettolong', 'diperbaikithx']",aplikasi lelet bangettolong diperbaikithx,-4,negative,-1
4,"['mohon', 'menu', 'trx', 'setor', 'tunai']",mohon menu trx setor tunai,3,positive,1
2,"['benahin', 'deh', 'aplikasi', 'lelet', 'cundang', 'toko', 'lanjur', 'tutup', 'tarik', 'tunai', 'gagal', 'melulu', 'hadeh']",benahin deh aplikasi lelet cundang toko lanjur tutup tarik tunai gagal melulu hadeh,-14,negative,-1
2,"['halo', 'tim', 'blu', 'bca', 'video', 'call', 'cs', 'mohon', 'bantu', 'buka', 'rekening']",halo tim blu bca video call cs mohon bantu buka rekening,-4,negative,-1
5,"['potong', 'bunga', 'bulannyaa']",potong bunga bulannyaa,-2,negative,-1
5,"['puas', 'fleksibel', 'cepat']",puas fleksibel cepat,3,positive,1
5,"['formalitas', 'batas', 'download', 'aplikasi', 'investasi']",formalitas batas download aplikasi investasi,-7,negative,-1
5,"['nabung', 'enak', 'transaksi', 'lancar']",nabung enak transaksi lancar,7,positive,1
5,"['mantap', 'aplikasi', 'bantu']",mantap aplikasi bantu,0,neutral,0
5,"['dep', 'perangkat', 'aplikasi', 'blu', 'bca', 'buffer']",dep perangkat aplikasi blu bca buffer,-4,negative,-1
5,"['mantappp', 'nabung', 'worth', 'sihh']",mantappp nabung worth sihh,-2,negative,-1
5,"['suka', 'deposito', 'untung']",suka deposito untung,7,positive,1
3,"['lelet', 'yaaa']",lelet yaaa,0,neutral,0
5,"['aplikasi', 'berat', 'banget']",aplikasi berat banget,-3,negative,-1
4,"['keren', 'banget', 'bantu']",keren banget bantu,0,neutral,0
5,"['ewallet', 'bca', 'digital', 'bagus', 'banget']",ewallet bca digital bagus banget,-1,negative,-1
3,"['aplikasi', 'buka']",aplikasi buka,-4,negative,-1
1,"['alam', 'layan', 'ribet', 'tunggu', 'antre', 'online']",alam layan ribet tunggu antre online,-4,negative,-1
5,"['mantap', 'jatah', 'ambil', 'uang', 'bulan', 'ditambahin', 'ui']",mantap jatah ambil uang bulan ditambahin ui,1,positive,1
5,"['bantu', 'banget', 'pakai', 'blu', 'bca', 'gaperlu', 'mikirin', 'biaya', 'admin', 'dsb']",bantu banget pakai blu bca gaperlu mikirin biaya admin dsb,-3,negative,-1
5,"['keren', 'bantu']",keren bantu,-1,negative,-1
4,"['program', 'tambah']",program tambah,3,positive,1
5,"['maju', 'blu', 'bca', 'digital']",maju blu bca digital,0,neutral,0
5,"['keren', 'moga', 'depan']",keren moga depan,1,positive,1
5,"['mudah', 'blu', 'bca']",mudah blu bca,3,positive,1
5,"['mantab', 'suka', 'ribet']",mantab suka ribet,-2,negative,-1
5,['mudah'],mudah,3,positive,1
5,"['pokok', 'ok', 'bngt', 'mudah', 'kereeeenn']",pokok ok bngt mudah kereeeenn,7,positive,1
1,"['aplikasi', 'lelet', 'login']",aplikasi lelet login,-4,negative,-1
5,"['bantu', 'transaksi', 'bca']",bantu transaksi bca,3,positive,1
5,"['pakai', 'blu']",pakai blu,0,neutral,0
5,"['bantu', 'banget', 'terima', 'kasih']",bantu banget terima kasih,3,positive,1
5,['mudah'],mudah,3,positive,1
3,"['aplikasi', 'lelet', 'banget']",aplikasi lelet banget,-3,negative,-1
1,"['mohon', 'maaf', 'milik', 'industri', 'bca', 'ulas', 'buka', 'rekening', 'gagal', 'alas', 'tinggal', 'pelosok', 'negeri', 'kcp', 'bca', 'nasabah', 'bca', 'tarik', 'pupus', 'tolak', 'buka', 'rekening', 'alas', 'tolak', 'system', 'maaf', 'debitur', 'tunggak', 'bank', 'mana', 'milik', 'riwayat', 'daftar', 'hitam', 'bank', 'mana', 'main', 'rek', 'giro', 'masyarakat']",mohon maaf milik industri bca ulas buka rekening gagal alas tinggal pelosok negeri kcp bca nasabah bca tarik pupus tolak buka rekening alas tolak system maaf debitur tunggak bank mana milik riwayat daftar hitam bank mana main rek giro masyarakat,-19,negative,-1
1,"['pakai', 'fitur', 'face', 'recognition', 'emang', 'ngadain', 'fiturnya']",pakai fitur face recognition emang ngadain fiturnya,0,neutral,0
5,"['kali', 'dunia', 'entertainment', 'email', 'email', 'email', 'valid', 'emang', 'enak', 'enak', 'kenal', 'e', 'bicara', 'enak', 'erti', 'enak', 'enak', 'orang', 'eskimo', 'email', 'masuk', 'tubuh', 'ramping', 'ekonomi', 'bisnis', 'universitas', 'indonesia', 'e', 'ug', 'dana', 'cimb', 'rumah', 'rp', 'indonesia', 'murah', 'banding', 'indonesia', 'rp', 'rp', 'negeri', 'kaya', 'kredit', 'arah', 'pintu', 'masuk', 'toksin', 'dalam']",kali dunia entertainment email email email valid emang enak enak kenal e bicara enak erti enak enak orang eskimo email masuk tubuh ramping ekonomi bisnis universitas indonesia e ug dana cimb rumah rp indonesia murah banding indonesia rp rp negeri kaya kredit arah pintu masuk toksin dalam,6,positive,1
5,"['pakai', 'aplikasi', 'mudah']",pakai aplikasi mudah,-1,negative,-1
5,"['enak', 'banget', 'aplikasi', 'praktis', 'mudah']",enak banget aplikasi praktis mudah,5,positive,1
5,"['suka', 'banget', 'pakai', 'blu', 'smoga', 'transfer', 'kena', 'biaya', 'admin', 'terima', 'kasih', 'bca']",suka banget pakai blu smoga transfer kena biaya admin terima kasih bca,3,positive,1
5,"['detik', 'inisaya', 'puas', 'pakai', 'aplikasi', 'blu']",detik inisaya puas pakai aplikasi blu,-1,negative,-1
5,"['blu', 'tranfer', 'beda', 'bank', 'lelet', 'mes']",blu tranfer beda bank lelet mes,-2,negative,-1
4,"['hp', 'masuk', 'pencet']",hp masuk pencet,-5,negative,-1
5,"['bantu', 'tata', 'uang']",bantu tata uang,0,neutral,0
5,"['suka', 'aplikasi']",suka aplikasi,-2,negative,-1
5,"['cocok', 'anak', 'muda']",cocok anak muda,-4,negative,-1
5,"['regitrasiberhasil', 'buka', 'rekening']",regitrasiberhasil buka rekening,0,neutral,0
1,"['tambah', 'batas', 'verifikasi', 'wajahh']",tambah batas verifikasi wajahh,0,neutral,0
1,"['call', 'center', 'tolol']",call center tolol,-5,negative,-1
1,"['mohon', 'data', 'hapus', 'trimakasih', 'salah', 'lapor', 'sesuai', 'uu', 'laku', 'trimakasih']",mohon data hapus trimakasih salah lapor sesuai uu laku trimakasih,3,positive,1
5,"['aplikasi', 'bagus']",aplikasi bagus,-6,negative,-1
3,"['maaf', 'masuk', 'akun', 'yagimna']",maaf masuk akun yagimna,-4,negative,-1
5,"['nyamaaann', 'banget', 'pke', 'blubcamempermudah', 'semuanyaaaa', 'sukses', 'blubca']",nyamaaann banget pke blubcamempermudah semuanyaaaa sukses blubca,4,positive,1
5,"['sanget', 'keren', 'terimakasih']",sanget keren terimakasih,5,positive,1
1,"['syarat', 'administrasi', 'isi', 'sesuai', 'kriteria', 'gagaltidak', 'akun', 'bank', 'digital']",syarat administrasi isi sesuai kriteria gagaltidak akun bank digital,0,neutral,0
4,['transaksi'],transaksi,4,positive,1
5,"['cepat', 'proses', 'bca']",cepat proses bca,1,positive,1
1,"['aplikasi', 'sampah', 'gilir', 'diperluin', 'bayar', 'error', 'gilir', 'diperluin', 'lancar', 'lancar']",aplikasi sampah gilir diperluin bayar error gilir diperluin lancar lancar,-11,negative,-1
5,"['bagus', 'rekomen']",bagus rekomen,-2,negative,-1
5,"['blu', 'mudah']",blu mudah,3,positive,1
4,"['mudah', 'blu', 'digital', 'mantaappppp']",mudah blu digital mantaappppp,3,positive,1
5,"['aplikasi', 'ngajuin', 'pinjam']",aplikasi ngajuin pinjam,-4,negative,-1
1,"['x', 'error', 'qris', 'bukak', 'data', 'susah']",x error qris bukak data susah,-11,negative,-1
5,"['mantap', 'banget', 'deh', 'pinjam', 'blucash', 'tuju']",mantap banget deh pinjam blucash tuju,5,positive,1
5,"['guna', 'bnyak', 'reward']",guna bnyak reward,1,positive,1
1,"['ribet', 'suruh', 'lock', 'screen', 'maksa', 'banget']",ribet suruh lock screen maksa banget,-12,negative,-1
5,"['bantu', 'kartu', 'bca', 'rumah']",bantu kartu bca rumah,2,positive,1
5,"['urus', 'praktis']",urus praktis,4,positive,1
5,"['transaksi', 'mudah']",transaksi mudah,7,positive,1
4,"['jaring', 'super', 'duper', 'stabil', 'vc', 'susah', 'mnta', 'ampun']",jaring super duper stabil vc susah mnta ampun,2,positive,1
5,"['bagusss', 'tetep', 'uang', 'admin', 'nanti', 'gaakan', 'berpalinggg', 'muah', 'muah', 'bluu']",bagusss tetep uang admin nanti gaakan berpalinggg muah muah bluu,-4,negative,-1
2,"['veritifikasi', 'susah', 'bangaatt', 'login', 'lambaat', 'bangatt']",veritifikasi susah bangaatt login lambaat bangatt,-3,negative,-1
1,"['terus', 'putus', 'parah', 'bank', 'kelas', 'bca', 'aplikasi', 'gacha', 'wkwk']",terus putus parah bank kelas bca aplikasi gacha wkwk,-14,negative,-1
4,['lumayan'],lumayan,-1,negative,-1
1,"['transkasi', 'gagal', 'perhati', 'limit', 'saldo', 'looh']",transkasi gagal perhati limit saldo looh,-2,negative,-1
5,"['mudah', 'cepat']",mudah cepat,3,positive,1
2,"['error', 'frivikasi', 'wajah', 'ngerjain', 'cuk']",error frivikasi wajah ngerjain cuk,-7,negative,-1
5,"['ajibb', 'aplikasi', 'frendly', 'user', 'bangett']",ajibb aplikasi frendly user bangett,-6,negative,-1
2,"['aplikasi', 'buka', 'rekening', 'luwemot', 'parah']",aplikasi buka rekening luwemot parah,-9,negative,-1
3,"['gagal', 'verifikasi', 'wajah']",gagal verifikasi wajah,-4,negative,-1
5,"['bagus', 'aman']",bagus aman,-2,negative,-1
5,"['semenjak', 'blu', 'bca', 'transfer', 'mana', 'aman', 'gratismantap', 'blu', 'bca']",semenjak blu bca transfer mana aman gratismantap blu bca,0,neutral,0
1,"['coba', 'kembang', 'aplikasi', 'kasih', 'notif', 'pop', 'upbatau', 'apa', 'bi', 'fast', 'gabisa', 'pakai', 'pas', 'tengah', 'transaksi', 'gara', 'gada', 'notif', 'tengah', 'transaksi', 'duit', 'anak', 'buah', 'org', 'masuk', 'rekening', 'kasi', 'anak', 'buah', 'gabisa', 'makan', 'tunggu', 'duit', 'cair', 'blu']",coba kembang aplikasi kasih notif pop upbatau apa bi fast gabisa pakai pas tengah transaksi gara gada notif tengah transaksi duit anak buah org masuk rekening kasi anak buah gabisa makan tunggu duit cair blu,-2,negative,-1
5,"['bebas', 'biaya', 'atmin', 'sebal']",bebas biaya atmin sebal,-4,negative,-1
1,"['jelek', 'install', 'error', 'pas', 'bayar', 'error', 'melulu']",jelek install error pas bayar error melulu,-17,negative,-1
3,['lelet'],lelet,0,neutral,0
4,"['kesel', 'tunggu', 'videcall', 'udh', 'nungguin', 'lma', 'djwab', 'driset', 'mlh', 'kmbali', 'antri']",kesel tunggu videcall udh nungguin lma djwab driset mlh kmbali antri,-7,negative,-1
5,"['cocok', 'ajar', 'nabung']",cocok ajar nabung,-1,negative,-1
5,"['top', 'transaksi']",top transaksi,9,positive,1
5,['mudah'],mudah,3,positive,1
5,"['moga', 'moa', 'serba', 'lancar']",moga moa serba lancar,3,positive,1
5,"['transfer', 'top', 'pakai', 'ribet']",transfer top pakai ribet,1,positive,1
5,['bagus'],bagus,-2,negative,-1
5,"['bank', 'digital', 'baik']",bank digital baik,2,positive,1
5,"['bagus', 'mantap']",bagus mantap,3,positive,1
5,"['recommend', 'nabung', 'blu', 'rugi', 'kena', 'ppotongan', 'admin']",recommend nabung blu rugi kena ppotongan admin,-8,negative,-1
5,"['mudah', 'paham', 'mudah', 'transaksi', 'mudah']",mudah paham mudah transaksi mudah,13,positive,1
5,"['mudah', 'urus']",mudah urus,3,positive,1
5,"['tranfer', 'lenih', 'mudah']",tranfer lenih mudah,3,positive,1
1,"['verifikasi', 'wajah', 'susah', 'banget']",verifikasi wajah susah banget,-2,negative,-1
4,"['kasih', 'bintang', 'coba']",kasih bintang coba,2,positive,1
5,"['ko', 'aktivasi', 'kartu']",ko aktivasi kartu,2,positive,1
4,['lancar'],lancar,2,positive,1
1,"['antri', 'vcal', 'antri', 'ujungujungnya', 'putus', 'antri', 'coba', 'tetep', 'putus', 'parah']",antri vcal antri ujungujungnya putus antri coba tetep putus parah,-8,negative,-1
1,"['login', 'ribet', 'aktif', 'screen', 'lock', 'segalahapus', 'ah']",login ribet aktif screen lock segalahapus ah,-7,negative,-1
5,"['oke', 'bantu']",oke bantu,1,positive,1
5,"['min', 'ganti', 'hp', 'akun', 'pakai']",min ganti hp akun pakai,0,neutral,0
1,"['buruk', 'login', 'akun', 'email', 'buruk']",buruk login akun email buruk,-10,negative,-1
5,"['candu', 'pakai']",candu pakai,0,neutral,0
1,"['setor', 'tunai', 'hasil', 'saldo', 'tambah']",setor tunai hasil saldo tambah,11,positive,1
2,"['kode', 'kode', 'kode', 'referral']",kode kode kode referral,-9,negative,-1
5,"['puas', 'suka', 'pakai', 'blu']",puas suka pakai blu,5,positive,1
5,"['ok', 'banget', 'layan']",ok banget layan,5,positive,1
5,"['bagus', 'keren']",bagus keren,-2,negative,-1
2,"['masuk', 'sulit', 'muka', 'blokir']",masuk sulit muka blokir,-6,negative,-1
1,"['blusuk', 'apk', 'lelet', 'pakai', 'mybca']",blusuk apk lelet pakai mybca,0,neutral,0
4,"['berat', 'animasi', 'lebih', 'bagus']",berat animasi lebih bagus,-1,negative,-1
5,"['bagus', 'lancar']",bagus lancar,0,neutral,0
1,"['aplikasi', 'pas', 'terus', 'buka', 'rekening', 'telpon', 'dengen', 'tim', 'hallo', 'blu', 'mati', 'badetitude', 'bangettt']",aplikasi pas terus buka rekening telpon dengen tim hallo blu mati badetitude bangettt,-2,negative,-1
5,"['apk', 'pakai', 'ribet', 'simpel', 'tarik', 'kini', 'terima', 'kasih', 'blu']",apk pakai ribet simpel tarik kini terima kasih blu,7,positive,1
5,"['kerennnn', 'mantapp']",kerennnn mantapp,0,neutral,0
1,"['ui', 'berat', 'minim', 'fitur']",ui berat minim fitur,-3,negative,-1
1,"['beli', 'pulsa', 'transaksi', 'hasil', 'saldo', 'potong', 'pulsa', 'masuk', 'kirim', 'email', 'suruh', 'telepon', 'telepon', 'pakai', 'pulsa', 'beli', 'pulsa', 'masuk']",beli pulsa transaksi hasil saldo potong pulsa masuk kirim email suruh telepon telepon pakai pulsa beli pulsa masuk,-13,negative,-1
5,"['mantap', 'tambahin', 'fitur', 'isi', 'flazz']",mantap tambahin fitur isi flazz,2,positive,1
2,"['selamat', 'sore', 'alami', 'kode', 'promo', 'pakai', 'periode', 'habis', 'scan', 'qris', 'promo', 'blu', 'mohon', 'baik']",selamat sore alami kode promo pakai periode habis scan qris promo blu mohon baik,7,positive,1
5,"['keren', 'mudah', 'cocok', 'tabung', 'masadepan']",keren mudah cocok tabung masadepan,7,positive,1
1,"['susah', 'banget', 'connect', 'lokasi', 'aduuuh', 'bangke', 'aplikasi']",susah banget connect lokasi aduuuh bangke aplikasi,-6,negative,-1
2,"['bagus', 'susah', 'transaksi']",bagus susah transaksi,-1,negative,-1
1,"['sambung', 'tim', 'haloblu', 'tersanbung', 'video', 'call', 'tim']",sambung tim haloblu tersanbung video call tim,-11,negative,-1
5,"['mudah', 'ber', 'transaksiprosesnya', 'mudahcepat']",mudah ber transaksiprosesnya mudahcepat,3,positive,1
4,"['update', 'melulu', 'login', 'update']",update melulu login update,-3,negative,-1
5,"['mantap', 'proses', 'daftar', 'mudah', 'cepat']",mantap proses daftar mudah cepat,7,positive,1
5,"['blu', 'bca', 'digital', 'emang', 'gampang']",blu bca digital emang gampang,1,positive,1
2,"['biaya', 'transfer', 'gratis', 'biaya', 'admin', 'bca']",biaya transfer gratis biaya admin bca,4,positive,1
5,"['gaperlu', 'jauhjauh', 'top', 'gopay', 'emang', 'keren', 'banget', 'blu', 'bca']",gaperlu jauhjauh top gopay emang keren banget blu bca,6,positive,1
2,"['akun', 'sandi', 'loadingnya', 'banget']",akun sandi loadingnya banget,1,positive,1
5,"['aplikasi', 'mudah', 'tabung']",aplikasi mudah tabung,2,positive,1
1,"['top', 'reward', 'kalah', 'neo', 'depo', 'reward']",top reward kalah neo depo reward,1,positive,1
5,"['senang', 'merchant', 'kerjasama', 'kasih', 'poin']",senang merchant kerjasama kasih poin,7,positive,1
5,"['oktp', 'banya', 'fasilitas', 'isi', 'flas', 'lain']",oktp banya fasilitas isi flas lain,-9,negative,-1
5,"['turut', 'aplikasi', 'mudah', 'transfer', 'online', 'beda', 'bank', 'bantu']",turut aplikasi mudah transfer online beda bank bantu,-7,negative,-1
5,"['serba', 'praktis', 'pakai', 'ribet', 'transaksi', 'cepat', 'baik']",serba praktis pakai ribet transaksi cepat baik,6,positive,1
2,"['enak', 'ongkos', 'kirim', 'onkirnya', 'tu', 'dana', 'kecewa', 'tolong', 'lh', 'perbaikin', 'jagan', 'butu', 'apk', 'nambahin', 'dana', 'meguragi', 'dana', 'terimakasih', 'tolong', 'baik', 'yh']",enak ongkos kirim onkirnya tu dana kecewa tolong lh perbaikin jagan butu apk nambahin dana meguragi dana terimakasih tolong baik yh,24,positive,1
5,"['tarik', 'tabung', 'blu', 'saving', 'beneran', 'iur', 'bulan']",tarik tabung blu saving beneran iur bulan,7,positive,1
5,"['mantap', 'tingkat', 'segi', 'apa']",mantap tingkat segi apa,-1,negative,-1
5,"['kena', 'potong', 'biaya', 'bulan', 'pakenya', 'gampang', 'recomended', 'bank']",kena potong biaya bulan pakenya gampang recomended bank,-5,negative,-1
4,"['fitur', 'oke', 'sayang', 'virtual', 'akun', 'bca', 'batas', 'support']",fitur oke sayang virtual akun bca batas support,3,positive,1
1,"['apk', 'tunggu', 'kode', 'veeifikasi', 'muncul', 'duit', 'elit', 'aplikasi', 'sulit']",apk tunggu kode veeifikasi muncul duit elit aplikasi sulit,-10,negative,-1
5,"['neng', 'banget', 'nabung', 'pakai', 'blu', 'digital', 'cpet', 'okeee', 'dehhhh']",neng banget nabung pakai blu digital cpet okeee dehhhh,5,positive,1
2,"['kasih', 'bintang', 'daftar', 'kendala', 'operasi', 'fhoto', 'ktpnya']",kasih bintang daftar kendala operasi fhoto ktpnya,0,neutral,0
